"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 15 18:46:44 CST 2022","Fri Apr 15 18:46:51 CST 2022","7215","testsuites","test_audience_enter_live_room","Test_Audience_Enter_Live_Room","","","查看主播信息卡片",""
